ci 0
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x30 130 126 114 130 118 130 122 130 140 120 128 136 116 128 116 132
0x40 132 136 128 112 132 120 124 132 130 142 114 114 118 114 138 130
0x50 122 122 126 130 142 126 134 130 116 124 116 136 124 116 136 116
0x60 132 140 124 120 128 136 116 136 122 130 118 138 122 130 138 118
0x70 126 122 126 118 134 114 122 122 120 132 116 116 132 128 124 132
0x80 138 134 122 138 122 118 118 126 128 124 124 132 140 136 140 140
0x90 140 116 116 120 136 112 132 128 126 118 122 134 134 126 126 130
0xa0 142 118 138 126 114 122 122 118 140 140 132 120 140 140 120 116
0xb0 132 128 136 136 140 120 132 124 134 122 126 126 122 126 126 118
0xc0 138 126 130 130 126 114 130 138 120 124 132 124 120 140 120 136
0xd0 140 124 140 128 124 124 144 124 118 134 130 126 130 114 122 126
0xe0 126 134 130 126 134 126 134 138 132 132 124 136 136 136 116 120
0xf0 116 128 128 136 128 124 112 128 126 130 134 126 118 122 138 122
ci 190
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 122 136 126 124 126 140 138 132 122 128 138 124 130 128 138
0x10 136 122 136 126 136 130 128 142 132 130 128 138 136 134 140 118
0x20 128 118 140 118 120 126 132 126 136 122 144 142 116 126 124 130
0x30 116 122 128 130 136 126 132 134 116 134 132 122 132 126 116 114
0x40 132 130 132 134 132 122 140 134 136 130 132 138 116 126 120 126
0x50 136 142 128 114 116 130 132 142 116 118 128 134 116 134 136 126
0x60 132 134 136 134 144 130 116 130 124 138 116 134 140 130 132 142
0x70 132 134 120 126 132 134 136 126 116 130 116 126 128 118 128 114
0x80 116 134 136 126 120 130 124 122 140 130 124 126 140 130 124 126
0x90 116 118 128 126 124 134 120 126 124 130 140 134 120 126 120 130
0xa0 124 130 140 126 132 122 124 142 112 122 116 114 124 126 120 142
0xb0 120 134 136 122 124 138 116 134 140 126 120 134 140 118 128 118
0xc0 132 138 136 122 116 114 136 130 132 142 140 122 112 138 120 118
0xd0 128 118 140 134 140 122 136 122 128 138 136 126 128 138 120 126
0xe0 116 134 132 138 120 138 112 134 128 134 124 142 136 134 124 134
0xf0 140 134 124 130 116 142 140 114 120 118 140 126 124 130 120 130
ci 191
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 128 126 130 120 142 128 116 130 140 126 130 116 134 140
0x10 124 134 136 134 122 120 122 124 132 122 136 138 126 136 118 140
0x20 136 122 124 130 126 116 126 120 140 122 120 130 142 128 118 132
0x30 124 126 140 122 118 124 122 140 140 138 116 118 114 132 126 132
0x40 132 118 140 122 114 128 126 120 136 142 128 138 130 132 126 132
0x50 136 130 132 114 130 136 122 116 128 142 140 134 118 128 126 132
0x60 140 134 112 126 134 140 142 136 136 134 140 134 142 136 134 140
0x70 144 122 120 142 126 132 130 132 120 134 128 114 114 124 134 116
0x80 132 122 136 138 134 136 118 116 140 118 128 126 114 136 130 140
0x90 116 130 124 126 130 124 126 140 136 122 128 126 138 120 134 144
0xa0 116 122 132 126 130 132 126 116 124 118 140 130 142 116 138 124
0xb0 132 122 136 122 134 120 126 124 128 122 132 114 134 124 126 136
0xc0 132 138 136 122 138 116 130 120 132 118 128 134 126 132 126 136
0xd0 116 130 132 134 134 136 130 136 128 138 136 126 118 116 122 132
0xe0 140 138 116 134 134 120 130 120 116 126 116 122 130 128 118 144
0xf0 132 130 136 130 114 116 130 128 128 122 124 138 130 112 138 124
ci 192
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 128 120 120 128 140 132 138 130 126 118 114 130 130 114
0x10 126 114 114 126 138 118 130 134 132 120 124 120 128 132 132 128
0x20 120 132 128 132 124 120 128 116 118 114 122 142 130 134 122 134
0x30 138 138 126 126 130 138 130 122 140 124 140 140 140 140 144 128
0x40 136 132 120 124 112 124 116 136 122 134 142 130 138 126 122 134
0x50 126 126 130 130 114 138 122 130 132 132 124 140 128 128 132 116
0x60 140 140 124 124 136 120 132 132 122 122 118 118 134 126 134 126
0x70 118 114 130 134 126 130 134 114 128 140 136 140 120 132 116 136
0x80 120 116 132 136 116 128 132 136 138 118 130 118 134 122 122 118
0x90 126 118 118 142 134 134 130 130 116 124 120 144 124 116 124 116
0xa0 120 120 132 116 128 144 120 120 134 134 134 118 134 126 122 114
0xb0 122 126 138 134 126 122 122 126 132 136 136 116 128 116 120 116
0xc0 128 128 132 116 116 132 140 140 130 114 130 130 142 118 122 130
0xd0 134 122 134 130 126 122 114 134 132 120 128 140 116 136 124 136
0xe0 140 112 136 132 116 136 124 120 130 134 130 126 138 118 126 130
0xf0 126 126 126 126 122 114 134 126 136 120 140 140 132 116 124 140
ci 193
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 124 136 130 130 118 126 122 118 118 122 124 132 136 120
0x10 130 122 134 126 136 132 140 136 116 116 128 128 130 118 118 122
0x20 116 136 136 140 114 122 126 134 118 114 122 118 116 132 136 120
0x30 142 142 122 130 128 124 140 112 136 144 140 124 114 134 126 138
0x40 132 136 144 140 126 134 122 138 142 130 122 134 112 120 132 132
0x50 130 130 126 126 128 124 132 128 140 124 128 128 122 134 126 138
0x60 140 128 128 132 114 130 134 118 126 114 130 134 124 124 120 136
0x70 138 130 126 126 116 112 128 132 140 132 136 120 134 130 130 134
0x80 116 136 140 120 122 130 130 114 134 130 118 138 132 116 140 116
0x90 122 122 122 122 124 136 116 128 140 116 124 116 126 130 126 130
0xa0 128 140 120 132 114 138 122 130 122 126 122 126 116 132 140 124
0xb0 126 126 142 134 140 128 116 128 136 128 120 120 134 130 134 122
0xc0 120 140 136 116 126 126 118 126 114 118 138 118 120 120 128 136
0xd0 122 130 122 130 124 136 124 136 124 116 140 132 118 114 126 138
0xe0 120 132 120 132 138 138 130 114 138 134 130 142 124 124 116 132
0xf0 122 130 122 122 120 124 136 132 116 140 116 132 122 142 130 126
ci 194
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 138 136 138 134 124 130 120 116 122 132 130 122 116 126 120
0x10 116 126 132 126 126 124 130 120 140 130 140 114 134 120 138 116
0x20 120 138 120 138 130 128 126 116 128 134 128 118 114 140 126 128
0x30 132 126 116 134 130 144 142 140 136 118 144 134 142 120 114 124
0x40 136 134 128 134 118 136 138 124 140 126 124 134 130 128 126 140
0x50 132 138 140 130 126 128 114 124 132 126 124 118 118 132 122 128
0x60 124 130 124 130 142 120 114 132 132 134 116 118 134 132 122 128
0x70 136 126 128 126 134 136 114 132 132 134 116 126 114 120 134 124
0x80 126 120 130 140 140 122 132 122 134 124 130 136 132 134 116 126
0x90 122 116 118 136 140 130 124 130 134 140 130 128 136 130 136 114
0xa0 138 140 134 128 140 130 116 138 126 116 138 136 120 122 128 114
0xb0 142 136 138 132 132 122 140 138 126 140 130 128 124 126 140 134
0xc0 134 132 114 128 124 134 116 118 134 120 122 140 116 122 132 114
0xd0 114 120 126 140 132 126 140 118 126 120 138 124 136 126 144 134
0xe0 134 124 122 120 144 130 136 122 130 116 118 144 140 130 132 122
0xf0 130 120 126 116 136 130 120 138 130 132 134 136 120 134 128 134
ci 195
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 142 116 130 124 114 136 134 116 118 140 126 136 114 136 138
0x10 124 130 124 138 124 114 124 130 120 130 124 126 136 130 124 118
0x20 124 126 136 130 116 134 120 138 128 126 128 118 128 126 136 134
0x30 140 142 132 134 136 130 128 130 136 134 132 130 132 138 144 126
0x40 132 130 120 142 112 134 124 114 128 130 120 130 124 134 140 134
0x50 116 130 116 114 116 130 116 122 128 130 132 134 136 122 140 134
0x60 132 118 136 122 132 118 128 122 136 134 128 126 136 134 120 126
0x70 120 130 120 122 140 126 140 126 140 130 112 126 120 118 124 122
0x80 126 136 134 128 122 124 130 140 126 140 122 120 122 128 134 116
0x90 134 128 130 132 118 128 138 116 126 140 142 132 134 132 126 124
0xa0 134 124 134 132 126 132 142 116 118 136 122 132 142 128 114 116
0xb0 138 120 126 140 118 140 114 128 130 140 138 132 134 136 134 112
0xc0 138 132 122 140 134 120 118 120 138 136 126 116 126 132 114 136
0xd0 134 136 122 124 118 136 130 140 118 140 142 132 118 140 134 116
0xe0 126 116 126 116 126 132 142 140 134 120 122 124 126 128 130 140
0xf0 134 140 122 136 122 136 118 132 126 128 118 144 130 140 130 124
ci 196
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 112 142 130 130 134 128 128 128 124 130 138 130 130 116 120
0x10 130 130 128 116 124 120 130 122 138 134 124 132 124 116 118 130
0x20 128 124 118 134 126 134 132 120 116 140 126 130 130 134 140 116
0x30 118 130 140 140 124 124 122 118 122 114 116 136 120 116 138 138
0x40 138 126 132 124 132 140 142 130 134 142 132 120 128 140 126 126
0x50 140 136 134 134 118 142 120 140 112 144 126 122 130 126 136 120
0x60 134 118 136 140 132 128 134 126 142 130 116 116 124 124 130 118
0x70 116 140 134 130 114 126 124 132 140 120 130 122 114 130 128 116
0x80 138 142 116 140 120 112 130 134 122 130 136 140 128 124 142 126
0x90 128 116 122 114 118 118 120 132 136 128 134 122 126 114 132 124
0xa0 122 122 132 120 132 128 142 118 118 122 132 116 136 120 134 122
0xb0 132 132 142 130 134 122 120 136 128 132 126 126 130 122 120 116
0xc0 120 128 118 130 126 122 124 132 132 136 134 118 130 122 116 128
0xd0 134 118 116 136 140 136 130 122 122 134 124 132 112 120 138 134
0xe0 116 120 114 122 126 126 140 120 132 132 134 130 118 130 136 120
0xf0 126 122 124 140 120 136 142 138 126 118 128 116 136 116 130 130
ci 197
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 130 134 132 124 130 126 140 128 134 142 120 116 126 134
0x10 134 126 132 120 122 122 116 120 126 114 124 132 138 126 132 116
0x20 132 140 126 130 140 116 138 118 112 116 138 130 120 132 134 142
0x30 114 122 128 132 138 122 124 128 122 126 128 136 130 134 140 140
0x40 134 126 116 128 130 130 116 128 134 138 124 140 138 126 132 124
0x50 120 120 122 142 116 132 138 118 132 128 118 142 136 140 126 134
0x60 126 134 124 136 126 126 120 132 126 130 140 124 126 130 136 128
0x70 136 120 130 134 120 136 126 122 116 112 118 126 132 120 130 122
0x80 126 126 132 136 126 134 120 124 138 142 136 136 114 134 116 124
0x90 124 116 118 130 140 116 122 126 132 112 126 134 140 128 122 114
0xa0 114 138 120 116 118 118 120 132 126 122 132 140 114 126 132 132
0xb0 128 144 114 134 116 116 130 126 120 124 130 130 140 120 114 114
0xc0 128 128 138 134 136 120 126 130 112 132 130 122 128 140 126 134
0xd0 138 138 128 124 114 138 132 128 134 122 140 116 118 122 136 136
0xe0 120 128 122 126 116 124 122 134 136 116 122 122 116 136 138 122
0xf0 130 138 120 140 142 126 120 140 126 138 124 124 122 134 124 116
ci 198
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 142 130 116 120 142 114 124 122 120 140 134 138 128 140 126
0x10 120 122 134 124 144 130 126 116 130 116 120 118 138 124 136 134
0x20 128 126 114 116 116 130 126 128 134 140 136 138 130 136 132 134
0x30 136 138 118 140 124 134 138 120 134 128 124 130 122 140 136 134
0x40 134 128 124 114 142 120 116 122 132 126 138 136 116 142 130 112
0x50 118 140 128 130 118 132 136 130 116 138 134 112 132 130 134 136
0x60 138 132 120 126 126 128 124 138 132 134 130 120 128 122 118 116
0x70 122 128 124 126 118 124 128 130 124 122 134 136 136 118 114 116
0x80 136 134 134 120 136 134 142 128 142 132 132 134 142 132 116 134
0x90 140 126 126 132 132 126 134 116 138 132 124 130 122 124 116 114
0xa0 124 122 122 140 136 126 126 136 134 132 124 134 130 120 136 122
0xb0 136 122 138 112 124 126 126 116 130 116 132 130 126 128 136 134
0xc0 130 140 140 130 122 124 132 130 140 126 126 132 116 126 142 140
0xd0 118 140 124 126 142 132 140 126 136 118 126 128 120 134 126 128
0xe0 130 140 116 122 118 128 120 142 144 122 138 120 116 126 118 132
0xf0 126 116 140 126 114 128 136 130 140 130 138 132 120 134 134 120
ci 199
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 118 136 142 120 136 126 134 140 128 122 124 126 130 120
0x10 136 130 134 140 126 132 128 130 122 116 124 122 136 118 118 136
0x20 124 118 130 136 134 132 120 130 130 116 132 122 140 122 130 132
0x30 128 126 134 128 130 140 116 122 130 120 132 142 132 126 122 120
0x40 138 136 132 142 120 138 118 132 124 130 122 132 130 132 140 114
0x50 142 136 144 134 116 122 122 140 124 126 114 136 122 144 124 134
0x60 114 116 140 122 116 122 122 140 140 126 130 120 142 124 120 122
0x70 138 136 132 126 116 126 122 128 128 126 134 120 122 124 116 122
0x80 128 122 130 144 126 140 124 126 138 140 136 134 144 142 130 140
0x90 128 134 122 116 126 128 132 122 142 124 116 126 116 134 126 124
0xa0 136 126 138 132 114 140 136 118 130 136 120 138 124 126 126 140
0xb0 132 134 118 124 142 140 132 118 130 132 120 134 140 130 126 128
0xc0 126 128 124 130 132 138 142 120 132 118 126 124 130 128 128 122
0xd0 122 144 128 122 128 130 130 136 116 138 118 120 130 140 120 126
0xe0 138 120 120 138 132 134 118 140 120 126 122 140 130 116 128 126
0xf0 122 124 136 142 116 130 118 120 140 134 142 116 118 116 132 142
ci 200
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 142 118 124 124 114 130 128 122 124 116 126 118 120 112 138
0x10 122 128 124 122 122 120 116 122 140 118 130 116 124 134 122 124
0x20 118 136 136 122 138 132 116 126 136 134 126 124 124 138 122 120
0x30 140 126 122 140 116 142 114 124 118 132 120 134 126 140 128 126
0x40 114 124 144 130 114 116 136 130 128 118 138 120 136 126 122 120
0x50 124 126 126 120 136 130 138 140 122 136 120 142 142 140 124 114
0x60 132 130 142 140 140 130 118 124 130 132 136 138 130 116 120 122
0x70 122 136 120 118 126 116 116 138 120 138 130 132 132 134 118 120
0x80 128 122 142 128 132 134 130 140 114 136 124 122 134 140 128 126
0x90 138 124 116 126 130 140 116 134 140 122 130 120 116 114 114 136
0xa0 122 144 140 130 126 140 136 134 140 118 122 132 128 122 134 112
0xb0 120 126 118 124 128 126 126 140 122 116 132 126 130 124 140 118
0xc0 126 116 124 122 134 116 124 130 132 142 134 136 132 126 126 128
0xd0 136 118 122 128 124 130 126 140 134 120 140 134 130 116 120 130
0xe0 140 126 126 144 132 126 118 128 122 120 128 126 122 136 128 126
0xf0 138 124 128 130 126 136 124 134 128 142 122 120 124 122 126 124
ci 201
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 134 120 114 136 124 114 126 116 132 122 120 130 114 140
0x10 126 120 132 126 140 122 118 116 120 134 134 132 134 120 120 138
0x20 138 140 132 126 140 138 138 128 124 122 126 116 126 120 132 118
0x30 120 138 122 116 134 132 124 130 142 124 128 118 116 126 138 124
0x40 130 116 120 130 128 126 138 128 116 122 130 128 130 132 116 142
0x50 132 126 122 140 126 116 120 134 138 120 144 118 124 134 134 136
0x60 136 122 122 124 126 116 132 122 126 124 128 126 140 126 130 132
0x70 130 132 140 126 116 122 114 120 116 130 134 116 134 120 124 126
0x80 116 134 114 124 126 140 120 142 138 136 128 118 116 142 134 136
0x90 142 112 116 126 116 130 118 124 120 118 126 132 118 112 136 122
0xa0 138 140 132 134 124 130 114 120 132 138 126 116 126 136 132 126
0xb0 116 126 126 120 114 128 136 134 138 136 124 122 136 122 134 120
0xc0 130 132 120 122 136 126 122 112 140 138 130 112 122 124 140 126
0xd0 120 122 134 136 138 128 132 122 126 140 132 130 128 130 130 116
0xe0 140 142 134 128 114 128 136 126 122 128 140 138 128 130 126 136
0xf0 122 132 132 134 140 114 114 128 140 138 134 124 134 128 124 126
ci 202
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 122 130 130 134 124 120 120 128 130 122 122 134 140 144
0x10 124 128 134 138 130 130 116 124 132 136 134 138 122 130 124 124
0x20 118 142 124 140 120 140 134 138 134 126 140 140 136 132 126 138
0x30 130 142 120 140 136 144 126 118 130 126 144 116 120 120 126 126
0x40 126 122 120 140 132 132 142 126 130 126 132 120 128 120 138 130
0x50 122 130 132 132 140 136 126 122 118 142 128 128 128 132 122 126
0x60 128 124 142 122 126 142 116 140 140 120 130 126 130 122 120 136
0x70 132 116 114 130 126 114 124 120 120 120 118 134 138 134 128 132
0x80 134 142 136 144 116 128 118 138 122 122 124 140 120 116 130 134
0x90 114 118 140 128 124 116 126 126 118 130 136 132 128 120 114 130
0xa0 140 124 122 114 130 134 136 124 128 136 126 126 134 122 132 136
0xb0 120 140 126 122 122 114 144 136 140 120 138 126 142 118 116 140
0xc0 120 116 130 134 130 122 124 132 120 124 122 134 138 114 116 124
0xd0 116 140 134 118 130 118 124 128 140 140 126 134 130 134 132 120
0xe0 122 126 120 140 132 132 122 114 138 134 128 140 124 124 130 138
0xf0 126 118 116 124 140 128 130 126 134 134 140 140 124 128 138 118
ci 203
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 140 138 126 132 136 114 118 140 120 130 134 128 116 130 118
0x10 132 140 130 130 116 116 134 134 124 116 134 118 116 116 122 138
0x20 130 138 144 136 118 126 136 136 138 130 140 132 134 126 132 116
0x30 130 126 124 136 130 126 128 132 126 138 124 120 142 122 136 140
0x40 134 122 136 132 134 114 132 128 126 122 116 136 134 122 144 116
0x50 118 134 132 140 130 122 124 132 130 138 132 132 126 142 132 116
0x60 116 132 138 138 132 116 134 126 128 136 130 138 144 136 134 134
0x70 128 116 122 126 124 128 130 126 136 116 126 122 124 136 134 122
0x80 142 142 136 120 118 126 140 140 126 134 116 140 126 126 120 128
0x90 134 138 132 120 114 126 140 128 114 126 124 136 126 130 140 120
0xa0 112 140 126 130 128 140 122 134 124 128 142 122 140 128 130 134
0xb0 124 116 134 118 128 136 134 142 124 140 138 130 120 120 122 122
0xc0 128 136 138 114 124 124 138 130 124 116 122 114 136 120 130 122
0xd0 124 120 130 126 124 128 134 114 124 136 134 130 132 120 138 134
0xe0 142 130 124 136 130 118 116 136 126 130 120 116 138 126 112 116
0xf0 126 142 128 120 134 134 124 124 138 122 120 128 114 130 124 140
ci 204
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 124 118 126 120 118 140 132 122 124 126 122 132 134 116
0x10 118 136 122 120 140 114 124 118 134 136 134 140 124 130 128 130
0x20 122 124 122 128 120 134 116 126 134 144 122 128 116 122 124 134
0x30 140 122 140 118 130 124 126 140 116 138 120 130 130 132 122 120
0x40 132 126 140 130 134 132 130 132 136 130 116 130 130 128 138 116
0x50 130 136 138 132 116 142 128 118 130 136 126 112 116 126 124 138
0x60 114 136 134 120 116 134 124 130 118 132 118 120 136 130 132 122
0x70 116 134 112 118 134 132 118 128 116 126 124 114 126 116 130 140
0x80 126 128 122 120 116 122 124 134 138 140 130 120 128 118 124 126
0x90 128 142 124 126 118 136 126 140 136 118 112 138 134 120 114 136
0xa0 116 122 140 126 114 116 118 124 128 142 140 126 118 128 134 124
0xb0 114 116 130 136 128 126 140 134 122 132 126 132 136 126 128 122
0xc0 114 120 130 124 132 126 136 126 134 124 138 140 120 114 120 118
0xd0 140 142 116 130 134 140 130 124 140 126 136 126 142 132 134 120
0xe0 132 126 120 134 126 132 134 120 144 130 128 126 130 128 142 128
0xf0 114 136 134 136 132 118 124 114 122 136 122 140 140 134 120 126
ci 205
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 124 126 140 114 112 122 116 130 128 114 136 126 116 134
0x10 130 124 130 144 118 112 118 140 126 128 118 116 122 116 122 136
0x20 134 140 126 112 114 120 122 116 118 140 126 136 122 120 122 132
0x30 136 130 132 130 124 118 144 118 136 114 140 130 132 134 120 126
0x40 132 130 132 142 132 138 124 134 136 118 128 114 128 126 120 130
0x50 122 124 126 132 130 124 134 124 134 136 138 136 134 120 130 120
0x60 126 124 122 132 134 124 130 124 126 132 130 140 142 116 138 124
0x70 132 118 132 122 132 126 124 114 116 126 116 122 140 118 140 122
0x80 114 128 118 128 134 140 122 132 126 116 130 140 138 128 118 120
0x90 132 142 140 138 136 122 120 134 136 122 136 134 116 134 132 122
0xa0 124 122 116 126 120 126 136 130 116 130 140 126 136 134 128 122
0xb0 134 128 130 128 130 116 126 124 142 120 114 120 130 124 126 140
0xc0 126 132 126 128 126 132 126 120 130 136 138 116 138 120 122 116
0xd0 140 142 128 118 140 142 136 118 136 122 124 138 128 138 116 130
0xe0 132 138 120 122 132 138 128 122 116 114 128 130 124 130 136 122
0xf0 122 140 130 136 122 140 130 128 122 116 130 120 130 116 114 136
ci 206
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 116 140 116 136 124 116 122 130 126 130 126 134 134 122
0x10 144 132 120 120 116 136 128 128 126 134 142 122 138 130 126 122
0x20 130 126 114 130 118 138 122 130 140 140 132 112 120 128 116 136
0x30 138 134 134 126 126 114 142 142 136 136 132 136 124 132 140 136
0x40 116 140 116 128 124 140 128 116 118 138 142 142 126 122 138 130
0x50 132 140 136 140 132 132 140 136 138 126 126 118 130 126 122 122
0x60 130 130 142 130 130 114 130 134 116 128 128 136 140 120 124 132
0x70 122 138 130 126 114 130 126 138 128 124 128 128 120 132 124 124
0x80 116 120 120 136 140 136 132 140 122 130 134 130 122 122 122 142
0x90 136 124 128 136 128 140 124 140 122 130 114 134 130 130 142 138
0xa0 134 122 134 118 134 122 138 138 132 140 132 128 116 124 120 132
0xb0 122 126 134 126 138 126 122 130 132 124 136 124 124 132 116 120
0xc0 128 120 120 124 140 116 120 140 118 122 142 118 122 142 134 126
0xd0 132 140 144 124 120 128 120 116 134 138 138 122 122 126 130 130
0xe0 126 134 130 134 138 122 130 126 124 112 136 128 120 116 120 136
0xf0 130 138 114 126 118 134 138 126 124 112 140 124 120 116 124 116
ci 207
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 116 124 118 126 122 126 138 130 130 126 136 132 128 144
0x10 136 140 124 132 142 126 122 142 138 122 130 126 136 124 136 136
0x20 134 126 142 130 132 120 132 132 124 128 120 128 130 138 118 114
0x30 130 130 138 142 128 140 120 136 136 116 132 140 126 126 138 134
0x40 132 136 140 116 126 126 126 130 134 118 122 134 136 140 132 132
0x50 128 124 144 120 122 130 138 142 122 130 134 130 140 120 136 120
0x60 134 118 122 126 120 116 124 140 140 120 140 116 118 118 134 130
0x70 126 118 138 142 128 132 116 116 116 120 124 132 126 118 142 122
0x80 140 116 128 132 126 130 122 122 122 142 122 114 132 140 140 120
0x90 116 124 128 140 118 122 130 122 130 134 122 122 140 132 132 136
0xa0 130 118 122 138 132 116 124 136 140 124 128 132 118 138 122 130
0xb0 126 114 142 118 128 128 120 124 128 144 140 120 122 126 126 142
0xc0 120 120 136 124 126 122 126 126 134 130 138 130 132 116 120 116
0xd0 124 140 140 136 130 126 122 130 122 134 142 126 136 120 132 120
0xe0 122 134 134 134 144 120 116 128 140 132 140 144 122 118 130 122
0xf0 122 134 118 126 128 136 124 128 116 124 116 128 130 142 114 130
ci 208
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 128 130 130 126 126 140 140 116 112 142 114 122 126 136 116
0x10 118 122 116 120 136 132 130 142 114 130 136 128 124 140 134 142
0x20 118 130 124 136 132 128 126 138 118 134 140 116 140 132 126 126
0x30 124 140 126 142 118 126 140 116 124 128 126 122 126 114 140 120
0x40 116 136 134 130 138 126 136 132 140 140 134 134 130 122 128 120
0x50 130 122 120 120 140 124 126 134 130 118 128 116 124 128 126 114
0x60 126 118 140 140 132 140 118 118 130 126 128 140 136 124 130 118
0x70 132 112 134 122 134 138 140 120 120 120 122 138 122 122 136 120
0x80 120 136 130 138 138 122 136 128 140 136 142 122 126 130 140 144
0x90 138 134 128 132 136 140 114 126 126 134 124 132 140 132 134 126
0xa0 118 130 132 120 120 116 130 134 134 118 132 132 136 128 122 130
0xb0 120 128 130 130 142 126 132 124 128 140 122 134 118 130 132 128
0xc0 132 128 142 122 126 138 140 120 132 124 134 118 134 134 116 124
0xd0 118 142 132 124 140 124 126 142 134 122 124 120 116 120 134 114
0xe0 126 126 132 132 120 120 122 122 122 126 128 124 124 136 134 138
0xf0 120 116 130 142 134 122 124 144 140 140 118 126 130 130 112 136
ci 209
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 118 138 128 128 134 134 140 116 126 142 132 136 126 122
0x10 126 126 116 132 122 142 136 140 126 130 136 116 138 130 132 132
0x20 114 134 116 120 130 122 116 140 118 134 132 140 134 122 140 136
0x30 132 116 126 126 120 116 122 134 124 136 138 142 136 128 134 118
0x40 136 140 126 130 128 136 126 134 128 128 130 122 120 140 138 118
0x50 114 114 136 136 126 122 116 128 126 138 136 140 130 122 116 116
0x60 142 122 112 124 126 134 120 128 134 134 116 124 126 138 124 144
0x70 140 132 134 126 120 116 114 126 120 116 118 122 132 116 122 130
0x80 132 132 138 122 120 140 126 130 120 140 122 118 132 124 142 142
0x90 130 142 112 124 138 130 128 136 114 130 132 140 122 134 124 144
0xa0 126 134 128 136 130 118 132 120 114 134 128 124 134 118 140 132
0xb0 136 124 122 126 120 128 130 138 120 136 142 118 128 116 134 130
0xc0 116 140 122 130 128 132 126 130 140 128 126 122 136 136 138 130
0xd0 126 114 140 128 134 126 132 124 130 114 116 124 130 118 124 136
0xe0 122 130 124 132 126 122 136 116 122 118 136 140 134 118 132 140
0xf0 144 132 130 134 136 120 138 138 124 132 130 130 132 136 130 126
ci 210
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 138 122 116 128 134 118 132 122 124 120 130 138 128 132 138
0x10 120 138 138 140 140 130 122 120 138 132 136 122 126 132 120 126
0x20 114 116 128 114 122 120 140 130 128 122 138 140 120 134 134 116
0x30 126 120 132 126 130 128 124 130 124 142 134 128 128 126 126 124
0x40 124 122 126 124 124 142 114 124 130 144 136 142 138 116 132 142
0x50 132 122 142 116 120 138 134 128 130 120 136 118 142 120 120 130
0x60 130 128 136 118 130 132 132 126 116 130 134 124 140 134 122 116
0x70 126 116 140 114 122 124 132 126 144 118 130 128 116 126 130 124
0x80 134 132 120 126 126 128 116 118 132 122 130 136 132 118 134 144
