ci 0
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x30 124 118 132 118 136 126 144 134 128 134 132 130 120 138 132 134
0x40 114 136 126 140 130 132 118 120 130 124 114 132 142 132 126 132
0x50 124 126 128 138 128 142 116 130 124 122 132 122 124 134 124 134
0x60 128 134 140 138 132 134 128 130 124 126 124 134 124 122 132 130
0x70 122 124 126 136 122 120 118 116 126 132 118 132 138 124 130 132
0x80 140 130 136 126 128 122 116 134 116 142 140 134 140 122 116 138
0x90 138 116 142 120 130 128 134 140 130 136 130 120 126 120 134 136
0xa0 118 124 114 120 126 120 122 140 122 124 114 132 118 140 134 116
0xb0 132 126 136 130 136 134 116 122 128 126 128 126 136 122 120 130
0xc0 130 120 130 136 130 140 130 132 138 124 126 128 126 116 138 136
0xd0 116 118 116 134 128 118 136 134 116 138 136 126 116 126 120 138
0xe0 140 114 132 138 120 114 136 138 120 130 116 142 136 134 116 122
0xf0 126 128 134 136 126 116 134 116 122 136 134 116 142 128 130 124
ci 152
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 116 134 126 140 118 128 120 134 120 130 138 136 126 128
0x10 140 138 132 134 138 128 134 120 120 126 124 126 122 120 130 116
0x20 120 126 144 130 142 132 114 140 116 114 144 130 134 132 126 136
0x30 132 114 120 130 114 120 130 140 124 122 116 134 134 140 122 124
0x40 122 116 134 116 128 122 144 118 130 116 122 136 132 134 144 134
0x50 126 120 142 124 132 134 120 118 138 116 118 140 124 126 140 130
0x60 130 116 122 136 144 114 132 138 134 136 130 136 120 138 128 126
0x70 126 120 130 120 116 134 132 138 126 128 118 140 120 114 124 130
0x80 120 134 116 118 134 124 134 136 116 122 124 142 126 124 122 124
0x90 124 130 116 126 122 128 118 136 132 122 120 122 142 116 134 128
0xa0 116 122 116 118 122 136 134 120 116 138 120 130 126 124 126 120
0xb0 128 118 132 134 126 116 126 120 132 130 124 142 134 132 122 132
0xc0 118 128 114 128 124 126 140 122 130 140 122 128 124 126 120 126
0xd0 114 132 138 128 120 122 132 130 138 116 126 116 116 142 124 122
0xe0 138 140 130 128 120 130 124 122 130 140 142 140 140 142 116 130
0xf0 118 120 130 128 124 126 132 138 130 132 130 136 132 118 128 126
ci 153
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 138 116 138 132 122 128 122 128 122 116 130 120 134 132 126
0x10 116 134 120 134 128 134 116 126 116 126 128 126 140 114 120 122
0x20 132 122 132 126 136 114 144 118 124 138 140 134 116 126 140 122
0x30 132 122 116 126 120 138 136 118 140 130 116 118 140 134 116 130
0x40 130 116 134 124 118 124 122 124 130 132 118 116 130 144 134 136
0x50 130 140 142 124 134 140 138 124 114 132 118 116 122 128 134 128
0x60 142 124 142 136 122 132 138 120 134 140 134 144 126 120 142 132
0x70 122 120 130 140 126 128 126 116 114 128 130 132 122 132 130 136
0x80 116 138 120 130 128 130 132 130 120 134 140 118 120 122 124 130
0x90 124 122 128 130 144 130 140 122 120 118 132 126 136 130 124 138
0xa0 132 126 132 122 128 126 128 130 120 114 120 118 120 126 120 138
0xb0 136 130 120 126 132 138 124 134 116 118 124 130 124 114 140 126
0xc0 122 120 134 128 134 120 138 128 142 116 122 116 118 136 138 120
0xd0 134 140 122 124 114 116 134 124 114 120 126 136 130 124 126 116
0xe0 122 124 130 120 126 140 142 120 142 128 134 132 126 116 126 136
0xf0 130 132 130 120 126 116 126 128 142 120 118 124 126 116 134 144
ci 154
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 124 144 116 128 116 140 126 130 138 130 126 118 134 114
0x10 134 130 114 138 138 130 122 126 120 120 124 144 120 132 120 120
0x20 132 128 132 132 136 120 116 136 134 126 126 130 126 138 122 130
0x30 126 134 134 130 138 126 142 118 124 136 116 124 140 116 120 140
0x40 142 122 122 122 130 122 138 118 124 116 136 124 132 120 116 116
0x50 116 116 136 124 120 140 120 128 134 138 130 130 142 134 126 130
0x60 130 130 130 126 126 138 130 122 132 128 140 124 140 132 128 140
0x70 124 120 124 132 128 128 132 128 122 122 122 126 122 126 134 142
0x80 126 130 114 130 134 142 126 130 132 124 128 140 128 140 136 136
0x90 140 124 128 140 140 136 116 124 134 130 138 138 122 130 122 134
0xa0 138 114 138 134 130 142 126 126 132 128 116 124 120 136 140 120
0xb0 124 136 132 132 132 140 136 132 114 122 130 118 118 122 138 138
0xc0 136 128 116 112 136 140 128 136 142 138 130 122 122 130 114 134
0xd0 134 122 122 130 126 134 126 122 112 128 116 112 116 136 124 140
0xe0 132 128 124 132 140 116 136 140 142 142 118 138 122 134 126 126
0xf0 118 134 126 122 142 130 138 122 124 120 140 124 120 136 116 120
ci 155
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 132 132 134 130 130 130 126 134 118 122 120 136 128 124
0x10 138 130 122 118 120 136 120 140 144 124 132 140 138 134 118 126
0x20 128 132 128 128 118 130 142 118 126 126 130 134 136 136 140 128
0x30 130 138 142 130 136 128 116 120 120 116 136 120 122 142 130 122
0x40 134 114 130 114 116 128 120 136 116 132 132 112 142 118 142 130
0x50 124 132 132 112 122 122 130 134 130 134 126 126 132 136 120 136
0x60 126 130 126 126 140 136 116 140 116 124 120 132 126 134 130 126
0x70 132 140 128 116 122 130 134 122 130 118 114 122 124 136 132 116
0x80 126 130 122 122 136 132 116 140 140 132 132 144 122 114 138 134
0x90 132 132 132 144 126 126 134 114 138 134 118 118 128 116 140 116
0xa0 118 122 118 142 128 116 128 136 124 132 136 140 122 138 126 122
0xb0 140 116 128 124 142 126 138 142 122 126 122 122 120 140 136 136
0xc0 136 124 132 116 130 126 126 118 134 134 126 114 140 140 124 128
0xd0 130 114 130 126 116 116 140 120 136 124 132 124 126 138 122 122
0xe0 136 124 128 136 130 134 138 130 134 134 138 134 140 132 136 140
0xf0 138 130 134 114 116 116 136 124 128 140 120 128 126 138 134 126
ci 156
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 126 132 116 118 138 124 122 132 124 134 122 136 140 122
0x10 116 118 130 124 140 130 138 120 142 140 112 118 122 116 116 134
0x20 128 126 122 136 124 126 126 128 126 136 124 134 118 124 116 122
0x30 116 126 142 128 124 114 134 132 138 120 136 126 118 136 140 118
0x40 140 126 126 120 112 126 138 128 130 120 120 118 130 124 136 122
0x50 136 134 138 136 128 114 130 132 118 128 140 134 130 136 144 134
0x60 132 126 114 116 128 142 118 140 134 124 120 134 126 128 128 138
0x70 128 118 142 132 136 122 134 136 130 124 116 142 126 140 120 134
0x80 118 124 140 122 122 132 136 122 124 134 126 128 124 130 126 140
0x90 126 120 132 126 126 132 116 138 132 138 134 140 120 130 130 140
0xa0 122 120 124 130 118 144 128 130 116 126 130 116 124 138 122 128
0xb0 130 116 116 134 130 136 132 122 116 122 114 136 120 122 126 112
0xc0 122 124 140 126 134 140 128 134 116 122 114 120 124 126 122 124
0xd0 122 128 124 138 130 116 132 126 140 142 138 116 120 126 126 124
0xe0 142 136 124 118 130 136 120 142 132 122 126 116 116 126 142 120
0xf0 126 124 124 114 134 136 116 142 116 134 126 120 128 126 130 120
ci 157
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 134 132 122 136 132 122 118 120 140 134 132 142 118 136
0x10 140 142 118 136 122 124 120 122 118 124 120 142 120 142 134 140
0x20 116 126 126 128 118 136 124 118 138 136 124 114 136 126 126 140
0x30 140 114 130 136 122 128 140 114 134 120 124 126 128 130 122 124
0x40 140 122 126 132 134 116 116 122 126 128 128 122 124 142 130 124
0x50 140 134 122 116 130 132 140 126 122 128 144 134 132 130 126 140
0x60 128 130 126 120 138 124 140 134 114 112 120 126 120 118 122 128
0x70 132 130 118 116 130 136 136 142 130 116 132 118 124 134 138 132
0x80 122 116 136 138 124 126 134 128 124 130 130 128 122 120 132 122
0x90 126 116 120 126 140 114 130 120 116 126 142 136 126 136 124 134
0xa0 122 128 140 122 116 114 122 128 116 126 118 136 130 116 144 122
0xb0 130 116 120 122 128 130 122 124 128 126 126 124 130 128 124 122
0xc0 118 136 120 130 128 130 134 112 124 114 134 116 130 120 136 118
0xd0 134 116 124 138 116 122 126 132 136 130 126 136 130 132 132 134
0xe0 142 124 140 130 136 118 114 136 140 118 138 140 138 132 124 126
0xf0 122 116 116 126 144 130 118 136 132 130 134 116 126 132 116 138
ci 158
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 130 134 138 134 140 128 128 124 114 142 134 130 120 140
0x10 126 114 132 128 132 136 130 134 126 130 140 120 120 132 126 138
0x20 132 140 122 130 134 126 140 124 128 144 134 118 126 134 116 116
0x30 126 134 120 120 132 116 118 118 130 122 132 116 140 132 134 142
0x40 116 132 122 122 134 118 132 140 128 128 118 118 126 134 140 124
0x50 138 122 124 116 120 128 138 130 126 134 136 136 128 120 138 130
0x60 136 124 122 126 122 134 116 120 128 116 130 118 126 114 136 132
0x70 130 134 112 140 120 140 134 122 122 118 128 132 116 120 122 142
0x80 116 132 126 118 138 130 132 124 116 124 142 142 134 142 112 136
0x90 126 134 116 124 128 136 142 142 134 142 116 140 124 140 130 122
0xa0 120 140 126 122 118 122 140 112 132 128 122 142 126 130 132 120
0xb0 118 130 120 116 120 140 130 126 130 142 124 136 136 132 138 126
0xc0 136 132 126 130 118 114 116 128 124 120 130 134 134 122 116 120
0xd0 138 126 132 136 132 144 126 130 126 138 128 124 124 136 126 130
0xe0 140 124 134 126 138 130 140 116 140 140 118 126 134 134 120 136
0xf0 122 130 120 128 124 132 138 122 130 130 136 136 120 128 142 126
ci 159
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 130 126 132 140 130 138 132 136 114 126 116 140 126 134
0x10 122 126 132 120 122 122 128 120 138 134 112 140 134 126 120 120
0x20 120 140 134 130 124 116 126 118 124 128 126 122 132 140 138 130
0x30 114 134 128 132 138 122 124 116 130 142 116 128 142 134 132 116
0x40 124 120 138 134 136 136 114 122 124 120 118 130 132 116 122 130
0x50 130 126 136 140 130 122 132 140 134 122 136 116 130 114 144 128
0x60 140 136 118 130 136 120 134 126 132 128 130 126 116 132 118 126
0x70 130 126 124 128 122 130 120 128 126 130 124 120 138 138 140 124
0x80 140 112 126 122 140 140 130 130 120 124 118 130 140 124 142 142
0x90 142 130 136 124 138 130 136 136 126 122 132 144 142 142 136 128
0xa0 132 128 138 142 116 140 134 126 120 116 114 134 132 124 122 130
0xb0 118 130 140 120 138 122 124 132 126 130 136 124 142 134 116 116
0xc0 136 116 126 122 128 120 138 122 136 116 122 134 116 124 122 138
0xd0 126 138 140 128 138 138 140 124 138 126 116 128 122 130 136 112
0xe0 120 124 130 134 128 128 134 126 136 124 118 122 140 124 134 126
0xf0 142 114 120 132 130 138 120 128 122 134 136 140 122 122 116 132
ci 160
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 130 124 142 120 128 114 114 136 128 134 124 138 130 128
0x10 142 124 136 126 124 138 134 124 116 134 122 140 142 128 124 126
0x20 124 126 130 116 126 120 132 126 134 116 128 118 116 122 118 132
0x30 118 140 116 122 136 142 134 124 124 126 126 136 138 140 132 126
0x40 116 122 138 136 130 120 136 134 122 140 140 126 140 126 134 120
0x50 134 136 140 134 116 126 122 124 128 142 114 128 130 120 124 130
0x60 128 134 130 120 122 128 124 130 126 120 116 134 124 118 138 124
0x70 134 112 120 130 128 130 130 132 144 126 118 140 126 116 124 138
0x80 128 130 118 120 134 136 124 126 114 128 116 122 116 130 142 132
0x90 126 124 140 138 124 130 138 128 124 118 134 120 134 120 120 130
0xa0 124 142 126 120 134 120 136 130 134 124 140 130 140 114 138 128
0xb0 126 116 136 118 128 126 138 112 140 134 122 132 122 124 144 130
0xc0 120 134 130 128 134 140 144 134 134 136 140 134 120 114 134 136
0xd0 130 124 140 134 136 130 130 140 124 138 130 120 118 116 132 138
0xe0 132 114 114 120 126 132 140 138 122 132 140 118 136 122 130 132
0xf0 138 140 136 130 140 142 122 132 116 130 134 116 122 136 116 130
ci 161
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 118 116 116 134 134 120 114 116 120 130 138 136 132 122
0x10 138 132 132 126 126 116 140 114 132 114 118 140 132 134 130 140
0x20 116 134 126 120 140 122 122 128 122 120 116 130 126 128 132 118
0x30 126 116 132 114 134 128 136 122 124 126 138 140 136 134 122 136
0x40 136 126 138 136 116 126 138 140 118 128 136 130 126 132 140 130
0x50 130 132 136 130 134 132 120 142 120 126 118 124 128 122 114 124
0x60 124 118 130 140 124 130 126 116 134 124 140 122 122 132 116 134
0x70 118 132 136 134 126 128 132 134 120 130 130 132 140 130 130 144
0x80 116 126 126 136 128 142 126 124 134 124 128 142 126 128 116 142
0x90 130 128 136 118 134 112 136 130 116 142 130 132 124 122 142 132
0xa0 120 126 126 124 136 122 122 132 134 144 140 134 138 136 116 114
0xb0 118 136 128 138 126 132 124 138 132 122 118 124 136 138 134 120
0xc0 128 138 134 136 124 122 126 116 134 140 140 130 134 136 128 130
0xd0 126 140 128 134 138 116 144 130 132 126 126 136 140 122 130 128
0xe0 116 122 118 140 132 118 122 140 142 136 112 114 122 136 120 142
0xf0 130 132 120 122 130 120 116 138 124 114 122 136 128 130 130 140
ci 162
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 124 126 122 140 116 114 130 136 116 134 122 128 136 118 142
0x10 120 140 130 118 132 124 134 134 124 128 126 122 132 124 142 134
0x20 136 120 122 130 128 124 122 118 120 136 130 130 124 136 126 130
0x30 128 144 126 134 136 140 126 130 116 132 130 114 136 124 126 122
0x40 124 116 142 126 136 140 138 142 120 144 138 130 136 124 122 118
0x50 128 128 126 118 124 128 122 126 136 120 126 126 120 124 126 122
0x60 140 120 114 126 116 124 122 138 120 116 134 122 132 140 130 138
0x70 128 124 130 126 136 136 122 130 144 140 114 118 124 140 126 126
0x80 118 118 128 120 118 114 136 132 130 138 132 140 126 130 120 132
0x90 134 126 132 116 134 114 140 120 126 126 140 124 122 142 128 140
0xa0 122 126 136 124 118 134 140 116 142 138 124 128 118 126 124 116
0xb0 122 126 140 128 134 126 128 112 130 126 140 128 138 122 140 124
0xc0 134 122 116 120 134 118 132 140 142 122 116 120 130 138 136 112
0xd0 122 134 124 120 122 122 140 132 142 130 128 124 130 138 116 140
0xe0 122 130 124 124 118 122 120 124 114 130 132 132 114 126 116 120
0xf0 126 134 116 116 138 118 128 140 122 122 120 120 122 126 136 116
ci 163
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 112 130 122 134 142 124 132 120 136 126 142 138 122 132 140
0x10 128 120 138 122 134 142 124 116 128 120 142 134 122 138 132 140
0x20 120 128 126 134 130 122 116 116 124 132 134 118 138 122 144 112
0x30 132 140 138 130 126 126 136 128 128 136 138 122 134 126 116 124
0x40 136 120 134 142 134 118 120 136 140 132 126 118 126 126 132 140
0x50 120 128 118 134 126 126 120 136 116 132 118 134 118 134 132 124
0x60 136 128 130 122 130 114 120 128 120 136 118 126 126 126 136 120
0x70 124 132 142 134 126 134 116 132 116 116 122 114 138 130 116 124
0x80 126 126 132 124 144 112 114 130 114 122 116 124 120 136 118 126
0x90 130 130 128 136 132 140 118 126 126 134 120 128 124 116 122 138
0xa0 138 122 116 116 128 136 126 126 130 138 120 136 132 124 126 134
0xb0 130 122 140 132 120 128 142 126 114 130 136 128 124 116 126 134
0xc0 130 122 116 116 140 140 138 122 122 114 136 128 128 136 122 138
0xd0 134 126 120 136 120 128 126 134 134 126 132 124 124 140 126 118
0xe0 126 134 124 116 132 140 118 134 122 130 116 116 116 116 114 130
0xf0 142 126 116 132 124 132 126 126 130 114 116 124 140 140 122 138
ci 164
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 122 120 126 140 130 120 130 124 126 112 126 132 122 140 118
0x10 122 124 134 124 138 128 114 116 118 128 126 124 122 128 142 128
0x20 140 134 128 118 140 122 140 142 120 130 136 126 124 130 120 130
0x30 130 116 130 136 134 116 122 132 134 120 130 120 118 124 118 136
0x40 142 132 126 120 130 140 134 124 114 128 126 128 130 140 130 136
0x50 124 122 120 130 116 126 124 138 136 126 128 114 132 126 120 134
0x60 138 112 134 128 122 140 130 128 126 116 134 144 114 140 134 140
0x70 132 130 116 126 136 122 124 130 136 134 132 142 136 130 120 134
0x80 130 116 134 132 126 132 118 128 126 120 134 140 142 132 138 132
0x90 120 130 120 134 120 126 116 134 132 134 136 142 128 118 112 114
0xa0 118 120 142 124 118 132 138 140 130 132 142 140 142 116 118 128
0xb0 136 114 132 130 140 122 140 134 124 134 140 122 132 122 136 122
0xc0 136 126 132 126 140 126 140 122 124 122 140 126 116 134 136 134
0xd0 122 120 122 116 130 132 126 132 118 140 138 140 138 140 138 128
0xe0 124 130 140 118 124 118 120 126 128 118 132 126 140 126 124 122
0xf0 138 136 118 128 126 136 142 124 126 140 126 120 134 120 122 144
ci 165
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 132 138 122 116 134 124 136 138 116 122 126 136 130 136
0x10 126 128 122 136 132 118 120 126 130 116 126 124 132 134 136 126
0x20 124 122 140 142 130 136 122 124 120 142 136 114 122 136 114 140
0x30 122 120 130 124 140 122 140 126 130 120 130 132 112 118 136 130
0x40 122 140 142 116 124 134 128 134 130 140 126 124 128 130 124 122
0x50 128 114 140 122 118 120 130 120 124 134 120 126 126 136 138 136
0x60 134 132 126 144 132 122 140 126 122 136 130 116 116 122 140 126
0x70 132 130 116 126 118 116 134 136 124 122 132 126 122 136 130 132
0x80 126 140 134 128 136 126 128 138 118 116 126 120 124 114 132 126
0x90 116 138 132 126 122 112 122 140 120 126 128 122 122 128 130 116
0xa0 130 132 142 140 136 114 116 130 134 144 122 128 136 138 124 130
0xb0 128 122 132 130 130 140 134 140 128 114 132 122 126 128 130 128
0xc0 136 126 128 114 122 136 138 140 128 126 120 130 142 132 142 136
0xd0 118 132 118 120 140 138 132 126 130 136 138 116 132 138 116 134
0xe0 124 134 128 118 122 140 134 124 120 130 116 138 114 132 118 140
0xf0 138 124 134 140 140 142 112 142 138 124 134 140 120 138 124 138
ci 166
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 120 140 138 122 134 130 130 134 130 114 144 116 124 124
0x10 132 128 124 124 138 134 126 126 142 118 134 130 128 128 124 128
0x20 136 132 116 140 134 130 126 134 130 122 118 138 140 124 116 128
0x30 116 116 136 124 142 134 134 130 126 138 130 114 140 136 124 124
0x40 122 126 130 114 124 120 128 136 132 140 116 136 122 130 126 130
0x50 130 138 122 118 128 120 140 120 124 120 132 132 134 122 122 130
0x60 114 138 134 138 120 112 128 116 140 136 120 128 126 130 118 134
0x70 122 134 134 134 124 128 116 124 124 124 120 124 130 130 130 134
0x80 136 140 116 132 118 130 134 126 126 126 114 126 136 120 120 132
0x90 120 112 132 128 138 130 130 126 126 114 122 130 116 112 116 116
0xa0 124 116 140 128 142 134 138 142 122 126 130 130 128 140 140 116
0xb0 124 120 132 116 130 118 126 118 130 138 122 134 132 140 136 116
0xc0 122 130 134 138 136 136 128 124 136 116 140 116 130 126 122 130
0xd0 134 114 130 114 136 132 120 120 140 124 120 124 114 138 122 118
0xe0 118 130 142 118 136 116 132 124 116 116 132 128 122 114 118 138
0xf0 122 122 122 126 144 136 124 136 120 140 120 128 122 126 142 134
ci 167
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 128 116 120 132 136 112 136 126 114 134 126 126 134 118 130
0x10 140 136 116 140 116 124 132 120 118 134 130 126 138 118 134 126
0x20 128 144 120 124 136 140 136 112 130 118 118 126 134 142 138 134
0x30 112 140 140 116 124 116 144 132 126 126 118 114 134 130 142 134
0x40 118 134 130 126 130 126 134 142 132 120 132 116 124 124 124 136
0x50 130 126 138 122 122 138 122 126 116 132 128 132 120 124 116 124
0x60 134 134 134 114 126 122 118 126 120 124 132 132 140 124 136 132
0x70 134 130 130 114 122 122 142 130 124 140 132 136 124 128 132 140
0x80 136 136 128 140 136 132 128 120 130 134 126 126 142 126 114 126
0x90 116 120 120 128 128 120 116 128 114 138 122 118 138 134 122 122
0xa0 140 116 136 140 128 132 140 124 130 126 122 130 130 122 130 134
0xb0 140 120 116 116 124 124 132 136 118 134 138 142 130 134 126 118
0xc0 118 126 134 114 118 130 134 118 128 140 116 132 124 140 136 140
0xd0 130 126 118 126 134 126 122 126 136 136 128 124 120 116 120 128
0xe0 130 130 118 122 126 130 114 122 120 124 120 128 128 120 136 116
0xf0 114 134 122 122 114 130 122 118 116 140 120 140 128 132 124 140
ci 168
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 140 116 138 130 130 122 122 130 130 130 128 136 132 116
